geneID	x	y	MIDCount	cell
Actr3	18331	13757	1	153146
Actr3	28769	20003	1	300058
Actr3	29226	22449	1	306271
Actr3	16512	16013	1	126410
Cox20	17402	21046	1	140283
Dpp10	28302	19645	1	293521
Dpp10	27837	21633	1	287006
Ptma	28660	16691	1	298203
Dpp10	16841	24655	1	131623
Dpp10	28514	22241	1	296503
Dpp10	22633	25972	1	195038
Dpp10	20268	12787	1	168895
Ddx18	14321	21979	1	92282
Ddx18	15260	19383	1	107075
Ddx18	32360	19038	2	336474
Ddx18	32443	18845	1	336651
Ccdc93	30031	22321	1	316529
Ccdc93	15287	19466	1	107475
Ccdc93	27873	15376	1	286969
Ccdc93	14453	12449	1	94312
Ccdc93	22610	9863	1	194326
Insig2	13329	20735	1	77221
Insig2	17403	20026	1	140523
Insig2	14191	13371	1	90223
Insig2	15121	10126	1	105047
En1	14958	22509	1	102435
Steap3	14884	16507	1	101189
3110009E18Rik	15001	10152	1	102826
Rpl37a	9217	14594	1	21759
Dbi	26058	24803	1	259106
Dbi	28751	16142	1	300064
Dbi	19378	17501	1	161691
Sccpdh	25752	16971	1	253549
Dbi	16599	15326	1	127783
Dbi	13545	21144	1	80356
Dbi	30631	19970	1	323294
Dbi	20358	19177	1	169854
Dbi	26350	12124	1	264197
Dbi	24166	24300	1	223569
Dbi	25514	26220	2	249287
Dbi	20513	9943	1	171322
Dbi	28792	16564	1	300514
Dbi	32151	15998	1	335656
Dbi	17102	22711	1	135751
Ctla4	26677	24636	2	269672
Dbi	26387	18230	1	264931
Dbi	28585	15299	1	297560
Dbi	28545	20814	1	297011
Dbi	19289	18778	1	161033
Dbi	17021	22431	1	134155
Col3a1	17118	22856	1	135906
Dbi	28896	19067	1	301859
Dbi	24695	9842	1	233249
Dbi	28492	15396	1	296145
Dbi	18062	21223	1	150142
Dbi	30024	12568	1	316313
Dbi	25572	12039	1	250267
Snrpe	25703	21700	1	252412
Dbi	30317	19813	1	319573
B930036N10Rik	12800	16484	1	69739
Dbi	14345	23779	1	92319
Dbi	18603	14169	1	156001
Dbi	24559	13314	1	230750
Dbi	19958	14319	1	166113
Dbi	22725	13457	1	196721
Dbi	28608	11214	1	297767
Dbi	29399	16670	1	308462
Dbi	9363	14699	2	23356
Dbi	30057	14798	1	316720
Dbi	10599	13725	1	38035
Dbi	24863	12817	1	236546
Dbi	30299	15928	1	319462
Ipo9	16486	20685	1	125914
Dbi	28035	12864	1	289704
Dbi	26083	17214	1	259709
Dbi	24184	24309	1	223569
Dbi	19904	13817	1	165656
Dbi	21241	10299	1	178050
Colgalt2	21613	9930	1	181512
Dbi	23925	9784	3	219097
Dbi	24780	9855	1	234694
Dbi	26761	18461	1	271261
Dbi	11996	24041	1	57690
Dbi	20896	10431	1	174877
Dbi	17607	21343	1	143447
Dbi	31005	13896	1	327055
Dbi	14440	24685	1	94192
Dbi	13509	21349	1	79564
Rpl37a	28613	16204	1	298131
Dbi	28344	18109	1	294068
Snrpe	15905	14775	1	117121
Dbi	31007	18842	1	327200
Rpl37a	13287	22248	1	76758
Dbi	27038	22070	1	275711
Dbi	21122	12290	2	177109
Dbi	24221	13042	1	224677
Dbi	20985	18414	1	175778
Dcaf8	26655	23944	1	269320
Dbi	28844	18561	1	301223
Dbi	27512	22106	1	282318
Dbi	16150	20392	2	121027
Dbi	16910	23920	1	132852
Dbi	31199	13816	1	328879
Trove2	7034	20026	1	3877
Dbi	29427	20553	1	308958
Prdx6	13372	15525	1	77954
Dbi	28828	16636	1	300741
Dbi	23513	12683	1	211463
Dbi	17368	14344	1	139912
Tmem37	28912	20403	1	302235
Tmem177	19485	13511	1	162404
Tmem177	27367	23706	1	280426
Ptpn4	23007	10134	1	201916
Ptpn4	17406	24248	1	140439
Ptpn4	13413	18231	1	78442
Ptpn4	27500	10607	1	282017
Ptpn4	30353	15912	1	320181
Ptpn4	11352	23852	1	47892
Ptpn4	29766	18518	1	312956
Ptpn4	12643	17980	1	67382
Pantr1	23875	26015	1	218136
Epb41l5	25168	12885	1	242435
Epb41l5	31159	14306	1	328588
Epb41l5	13693	22544	1	82166
Epb41l5	28153	22153	1	291419
Epb41l5	28768	16379	1	300238
Gm27184	17478	17444	1	141717
Ralb	25478	21642	1	248592
Ralb	29050	15973	1	303850
Ralb	24785	11748	1	234895
Ralb	22719	25552	1	196832
Ralb	23733	13220	1	215705
Ralb	26758	21677	1	270743
Ralb	23801	13260	1	216486
Ralb	30589	14336	1	322788
Ralb	26116	24548	2	260054
Ralb	12115	23671	1	59358
Inhbb	27911	18035	1	287960
Gli2	24365	12507	1	227144
Gli2	24596	24594	1	231603
Gli2	29043	15767	1	303849
Gli2	29853	19638	1	314210
Gli2	17407	24264	1	140439
Gli2	15989	20188	2	118327
Gli2	26788	20779	1	271715
Clasp1	28948	22455	1	302455
Clasp1	14438	24298	1	93932
Clasp1	25332	21540	1	245860
Mff	24711	9930	1	233453
Clasp1	13955	23998	1	86557
Clasp1	29753	19502	1	312909
Clasp1	15252	13069	1	106917
Clasp1	24460	24650	1	228697
Clasp1	30805	22091	1	325096
Hdac4	19617	18956	1	163501
Clasp1	28121	13304	1	290792
Dbi	23166	12566	1	205230
Clasp1	15598	19969	1	112537
Clasp1	18926	17374	1	158376
Clasp1	26884	20678	1	272989
Clasp1	31411	14670	1	330853
Clasp1	23365	26206	1	208065
Nifk	22986	21398	1	201800
Nifk	16262	20234	1	122658
Tsn	16717	23125	1	129573
Tsn	32004	16594	1	334961
Tsn	30205	20208	1	318680
Tsn	15514	24030	1	111443
Tsn	27674	15300	1	284605
Tsn	26704	23453	1	270239
Tsn	27452	18714	1	281194
Dbi	24771	13686	1	234777
Rpl31	25246	24589	1	243818
Tsn	16590	18462	1	128105
Tsn	13636	22997	1	81538
Tsn	29888	19375	2	314714
Rpl37a	15568	12796	1	111988
Tsn	25611	13168	1	250856
Col3a1	29296	21993	1	307111
Tsn	25722	24499	1	253032
Tsn	29589	14146	1	310974
Tsn	11029	13069	1	43575
Tsn	24228	13048	2	224677
Tsn	10069	20642	1	30993
9330185C12Rik	7910	13451	1	9851
9330185C12Rik	27483	10599	1	282017
9330185C12Rik	30740	18797	1	324402
9330185C12Rik	6375	16988	1	615
9330185C12Rik	7988	13049	1	10604
Atg16l1	24693	13233	1	233107
Dsel	25146	25454	1	241576
Dsel	25715	25962	1	252747
Dsel	16760	20928	1	130226
Cdh7	29312	19758	1	307227
D830032E09Rik	15903	19912	1	117133
Serpinb7	23461	24772	1	210435
Serpinb5	12571	20169	1	66101
Serpinb5	23112	24692	1	203828
Vps4b	28705	15553	1	299247
Vps4b	14934	23908	1	101991
Vps4b	18889	10757	1	158036
Vps4b	28936	19123	1	302486
Spag16	16734	15157	1	129775
Vps4b	25043	13683	1	239760
Vps4b	26300	24018	1	263388
Vps4b	24224	14437	1	224854
Vps4b	23186	12565	1	205230
Vps4b	26832	18299	1	272439
Vps4b	20345	19154	1	169854
Vps4b	20532	9955	1	171322
Kdsr	16499	15897	1	126137
Kdsr	17187	19553	1	137192
Bcl2	30559	20342	1	322515
Bcl2	24995	12965	1	238790
Bcl2	28120	22267	2	290553
Bcl2	13851	22908	2	85021
Bcl2	26236	24156	1	262160
Bcl2	16733	23129	1	130175
Bcl2	31334	15689	1	330202
Bcl2	25175	25183	1	242290
Bcl2	14863	17015	1	100617
Bcl2	27357	12477	1	280004
Bcl2	25283	24730	1	244186
Bcl2	29627	20362	1	311525
Bcl2	24532	13267	1	230411
Phlpp1	14047	19862	1	88021
Phlpp1	23637	12693	1	213772
Phlpp1	19946	14311	1	166113
Phlpp1	17995	18508	1	149139
Spag16	28183	13806	1	291586
Phlpp1	24195	14391	1	223869
Fcrla	24314	13650	1	226449
Phlpp1	30240	19610	2	319024
Phlpp1	29092	13665	1	304630
Phlpp1	31815	20731	1	333737
Phlpp1	26939	23411	1	273819
Zcchc2	26702	18673	1	270151
Tnfrsf11a	31475	20022	1	331370
Tnfrsf11a	20190	15882	1	168297
2310035C23Rik	16597	23011	1	127503
2310035C23Rik	26035	21740	1	258642
2310035C23Rik	24193	25686	1	223696
Pign	28642	16701	1	298203
Pign	15440	23524	1	109998
Pign	21590	9927	2	181512
Pign	20146	15871	1	167991
Ube2w	25137	9904	1	241833
Pign	25958	13299	1	257420
Pign	23994	25879	1	220299
Rnf152	22277	10510	1	189095
Rnf152	16118	20206	1	120385
Rnf152	29060	14030	1	304062
Rnf152	24442	22598	1	228300
Rnf152	23633	12714	1	214011
Cntnap5b	11134	12335	2	45079
Rpl37a	28194	19036	1	292042
Cntnap5b	28641	22444	1	298377
Cntnap5b	23435	12801	1	210040
Cntnap5b	25145	25448	1	241576
Cntnap5b	22750	14090	1	197524
Cntnap5b	18422	18477	1	154142
Kcnk2	14930	13875	1	101702
Cntnap5b	24881	11754	1	236804
Cntnap5b	24903	25409	1	237202
Cntnap5b	25775	12844	1	253724
Cntnap5b	19087	13879	1	159534
Cntnap5b	22675	13027	1	195789
Cntnap5b	26642	24025	1	269209
Cntnap5b	25732	21741	1	253341
Cntnap5b	10955	22133	1	42652
Cntnap5b	26122	24214	1	260168
Cntnap5b	28814	16628	1	300741
Cntnap5b	28860	15675	1	301716
Cntnap5b	17184	20873	1	136806
Cntnap5b	31279	21765	1	329613
Cntnap5b	26039	10331	1	259027
Dnpep	24774	25432	1	234737
Rpl31	25237	10184	1	243429
Cntnap5b	26338	12172	1	263700
Cntnap5b	29537	18722	1	310191
Cntnap5b	25458	9965	1	248278
Cntnap5b	29081	16242	1	304476
Cntnap5b	13964	14225	1	86622
Cntnap5b	28645	19670	1	298205
Cntnap5b	23886	10007	1	218252
Cntnap5b	22260	12239	1	189049
Cntnap5b	22350	12835	1	190334
Cntnap5b	16297	15234	1	123124
Cntnap5b	28710	22070	1	299277
Cntnap5b	31141	15513	1	328424
Cntnap5b	12544	20281	1	65815
Cntnap5b	7518	21508	1	6665
Cntnap5b	29234	16277	1	306378
Slco6d1	16979	23210	1	133617
Slco6d1	26292	21907	1	263385
Slco6d1	24696	13242	1	233107
1810006J02Rik	24115	25857	1	222193
1810006J02Rik	23508	26252	1	211658
Pam	13422	18225	1	78442
Pam	24008	24392	1	220418
Pam	28738	16449	1	299604
Pam	19901	14264	1	165564
Pam	28349	18122	1	294068
Pam	25635	24583	1	251351
Pam	22780	21719	1	197630
Pam	30413	19646	1	320806
Pam	14280	10674	1	91431
Pam	14353	18829	1	92767
Pam	29745	19514	1	312909
Pam	9133	12919	1	20659
Pam	26901	13313	1	273461
Pam	20492	19310	1	171164
Pam	29386	19990	1	308412
Pam	8981	20049	1	19298
Pam	32506	18129	1	336783
Pam	28543	22369	2	296753
Pam	30068	20437	1	316849
Pam	23951	13318	1	219596
Pam	15695	23611	1	113704
Pam	17510	17361	1	141878
Pam	24074	9997	1	221491
Pam	24738	13738	1	234244
Pam	24225	25644	1	224366
Pam	17866	21489	1	147885
Pam	14078	10254	1	88501
Pam	16527	24770	1	126661
Pam	28674	11300	1	298605
Actr3	29101	13656	1	304630
Pam	27956	22106	1	288574
Pam	24967	23846	1	238394
Pam	27048	24077	1	275612
Gin1	23101	14228	1	203901
Gin1	13679	16865	1	82292
Ppip5k2	29168	16952	1	305598
Ppip5k2	13968	22314	1	86881
Ppip5k2	28780	16350	1	300238
Ppip5k2	17694	22975	1	144954
Ppip5k2	24915	26029	1	237400
Ppip5k2	25359	23853	1	245926
Fer1l5	25076	23767	1	240750
Ube2f	13563	13887	1	80540
Gm28901	20763	14152	1	173597
Gm2000	29544	12897	1	310057
St8sia4	14039	10622	1	87488
St8sia4	17377	24617	1	140271
St8sia4	17937	21548	1	148388
Mrpl44	26323	23660	1	263992
St8sia4	21787	25300	1	183146
Fam174a	22962	25978	1	201212
Gal3st2c	12641	23013	1	67398
Ing5	13681	16863	1	82292
Ing5	28354	16050	1	294392
Rabif	21194	18593	1	177676
Dtymk	23605	13407	1	213215
Dtymk	31124	15505	1	328268
Dtymk	12128	24019	1	59607
Dtymk	13277	22255	1	76758
Dtymk	8112	13085	1	11526
Dtymk	15273	15459	1	107403
Dtymk	25880	10408	1	255882
Cd46	25618	25641	1	251165
Dtymk	20764	10396	1	173751
Myog	28760	15553	1	299844
Dtymk	29273	20621	1	306987
Dtymk	13534	10528	1	79836
Dtymk	25408	24139	1	247014
Dtymk	27086	18669	1	276210
Dtymk	24304	22605	1	226095
Dtymk	15261	13077	1	107137
Dtymk	18658	13649	1	156429
Dtymk	28501	18282	1	296206
Dtymk	29362	19932	2	307972
Dtymk	26927	21984	1	273829
Dtymk	27690	20758	1	284726
Dtymk	24070	25836	1	221509
Dtymk	13438	24135	1	78622
Dtymk	29266	22596	1	306908
Rpl31	20093	13577	1	167415
Dtymk	17630	17968	1	143897
Dtymk	13670	16855	1	82292
Dtymk	16788	20934	1	130226
Atg4b	23785	9759	1	216497
Atg4b	31133	14476	1	328388
Capn2	30159	20147	1	317970
Atg4b	31229	14849	2	329165
Atg4b	28940	19127	1	302486
Atg4b	27841	15385	1	286969
Atg4b	21731	12354	1	182505
Atg4b	20573	18254	1	171997
Thap4	16548	22263	1	127090
Thap4	25000	25928	1	238785
Bok	16007	21643	1	118555
Bok	13444	15117	1	78882
Bok	25005	13481	1	239210
Bok	27403	14608	1	280887
Bok	28505	15393	1	296145
Stk25	24973	26243	1	238524
Stk25	27666	14635	1	284630
Stk25	25479	24127	1	248114
Stk25	13563	13875	1	80540
Stk25	24031	12585	1	221028
Ppp2r5a	21035	10236	1	176312
Stk25	28719	16628	1	299568
Farp2	30363	22406	1	320334
Igfbp2	25957	12011	1	257362
Farp2	16022	17526	1	118814
Farp2	23755	25457	1	215989
Gm2000	28385	15127	1	294654
Hdlbp	17204	23001	2	137391
Hdlbp	23509	26062	1	211500
Hdlbp	28864	18971	2	301388
Hdlbp	28039	17972	1	289676
Hdlbp	12833	19622	1	70244
Hdlbp	30087	20738	1	317108
Cops8	26762	24313	3	271289
Rpl37a	28108	22278	1	290553
Hdlbp	14265	21186	1	91082
Hdlbp	19392	17409	1	161832
Hdlbp	32418	18310	1	336614
Hdlbp	18914	13966	1	158169
Hdlbp	17638	21281	1	144225
Hdlbp	24750	25440	1	234737
Hdlbp	10367	11982	1	34984
Ddr2	11269	12103	1	46792
Hdlbp	16958	18530	1	133083
Hdlbp	21954	13987	1	185091
Hdlbp	29722	12386	1	312614
Hdlbp	24900	9874	2	236737
Hdlbp	24155	10385	1	222905
Hdlbp	25788	17965	1	254104
Hes6	18125	19941	1	150558
Hdlbp	18851	14330	1	157720
Hdlbp	28604	22344	1	297792
Hdlbp	15288	20488	1	107558
Ppp1r7	25690	17109	1	252263
Ppp1r7	17730	20427	1	145436
Ppp1r7	16156	23383	1	121233
Ppp1r7	18941	18745	2	158523
Ppp1r7	30594	20326	1	322683
Ppp1r7	30063	20559	1	316828
Rpl37a	22846	23966	1	199131
Tbx19	30219	15948	2	318707
Ppp1r7	21562	9937	1	180990
Sumo1	23220	13096	1	205701
Mterf4	31139	14486	1	328388
Mterf4	13845	16511	1	84891
Mterf4	28952	19117	1	302486
Stk25	16045	12755	1	119350
Sned1	6342	16729	1	578
Sned1	18501	13075	1	155095
Sned1	25342	13022	1	245805
Sned1	28448	13259	1	295501
Sned1	24527	13279	1	230411
Sned1	20261	12776	1	168895
Crocc2	22909	21226	1	200417
Sned1	28254	16096	1	292597
Hdlbp	26430	17540	1	265358
Ptma	27464	13940	1	281675
Kif1a	20702	10411	1	173109
Kif1a	9200	20307	1	21446
Kif1a	31370	14561	1	330415
Kif1a	11581	19738	1	51020
Capn10	28877	16028	1	301675
Capn10	26609	21868	1	268709
Rnpepl1	22036	9914	2	185922
Rnpepl1	26907	18231	1	273696
Rnpepl1	25430	12461	1	247467
Rnpepl1	12526	20339	1	65431
Rnpepl1	16373	24785	1	124219
Rnpepl1	29123	22524	1	305002
Rnpepl1	24596	24589	1	231603
Dusp28	22919	13880	1	200195
Dusp28	13765	22821	1	83948
Gpc1	28805	19081	1	300711
Gpc1	16777	23215	1	130413
Gpc1	30473	15446	1	321332
Gpc1	15368	10345	1	108750
Gpc1	16152	20248	1	120947
Gpc1	16704	22991	1	129219
Gpc1	10011	20483	1	30717
Cops9	25179	12466	1	242363
Cops9	17122	15867	1	135686
Cops9	27661	10739	1	284292
Kctd3	14157	14131	1	89533
Cops9	29743	19424	1	312957
Cops9	8592	19799	1	15801
Cops9	25182	25168	1	242290
Cops9	14435	17349	1	93971
Cops9	17023	19991	1	134495
Cops9	16099	20112	1	120288
Cops9	25355	21547	1	245860
Gm10031	25453	12755	1	247987
Cops9	13418	24149	1	78622
Fam168b	15068	19472	1	104115
Cops9	16148	21926	1	120805
Cops9	26490	10585	1	266603
Cops9	26142	10392	1	260658
Cops9	27504	18535	1	282355
Cops9	18123	21722	1	150887
Cops9	12227	10592	1	61186
Cops9	24542	13317	1	230686
Cops9	16555	23939	1	127310
Cops9	24751	9886	1	234265
Zranb3	17114	20862	1	135670
Cops9	24658	25474	1	232540
Cops9	12884	19854	1	70930
Cops9	16097	22245	1	119998
Cops9	24184	14458	1	223625
Cops9	16283	12875	1	122884
Cops9	16377	14768	1	124279
Gm2000	27756	15391	1	285568
Cops9	26131	21844	2	260499
Cops9	24327	9852	1	226376
Rpl37a	15809	23597	1	115691
Cops9	23920	12461	1	218711
Clasp1	24680	9845	1	232826
Cops9	25427	24137	1	247014
Cops9	12026	10849	1	58054
Cops9	20720	10416	1	173109
Cops9	28706	19970	1	299306
Cops9	16229	13835	1	122029
Cops9	16540	23986	1	126718
Cops9	25455	25855	1	248007
Cops9	24478	13748	1	229589
Gm2000	18607	13839	1	155934
Cops9	26302	24029	1	263388
Cops9	28428	13241	1	295268
Cops9	24072	25924	1	221560
Cops9	28673	11294	1	298605
Cops9	29448	20336	1	309133
Cops9	27916	19552	1	287963
Mpzl1	24924	26067	1	237645
Batf3	13341	12264	1	77321
Cops9	24221	13074	1	224677
Cops9	6384	17177	1	665
Cops9	25976	25519	1	257916
Cops9	28722	15721	1	299401
Rpl7	28438	21919	1	295287
Cops9	25255	24483	1	244159
Cops9	25563	26059	1	249786
Cops9	13468	21374	1	79564
Ndufa10	15280	20364	1	107434
Ndufa10	21120	9995	1	177090
Ndufa10	16246	10079	1	122547
Ndufa10	20078	14088	1	167281
Ndufa10	16958	20345	1	133464
Gm2000	17644	18984	2	144057
Ndufa10	19824	14266	1	165101
Ndufa10	28915	20410	1	302235
Snhg6	31240	14716	1	329334
Ndufa10	30530	14439	1	322113
Ndufa10	23892	13991	1	218280
Ndufa10	20504	9949	1	170981
Ndufa10	31050	15125	1	327587
Ndufa10	14423	24384	1	93645
Enah	14685	19679	1	98007
Ndufa10	15690	21059	1	114042
Ndufa10	18624	13813	2	156012
Hdac4	29906	19524	1	314890
Hdac4	21607	12356	1	181476
Hdac4	25446	21663	1	247652
Hdac4	27963	14205	1	288517
Rpl37a	24728	26192	1	234607
Hdac4	18049	18563	1	149903
Prrx1	21372	12414	1	179310
Hdac4	14831	19290	2	99948
Ren1	21834	25284	1	183620
Hdac4	27637	10972	1	284077
Hdac4	14371	22674	1	92874
Hdac4	24861	12721	1	236398
Hdac4	29738	19519	1	312909
H3f3a	7229	14497	1	4803
Twist2	26092	23010	2	259960
Twist2	27585	20738	1	283468
Twist2	19580	18947	1	163114
Twist2	26194	21789	1	261414
Twist2	32362	17424	1	336475
Hmcn1	22711	24843	1	196514
Twist2	15928	18157	1	117598
Twist2	16476	25059	1	125833
Twist2	18414	21541	1	154145
Gm29100	24659	13780	2	232481
Gm29100	17665	23199	1	144534
Gm29100	30948	21928	2	326685
Asb1	15237	23278	1	106709
Traf3ip1	24794	9906	1	235109
Per2	18986	17910	1	158742
Rpl37a	31021	16681	1	327574
Hes6	20622	10479	1	172241
Gm2000	15318	22430	1	107761
Hes6	31141	14844	1	328422
Hes6	17297	18094	1	138671
Ilkap	28124	13318	1	290792
Ilkap	21922	13836	1	184594
Ilkap	16755	15163	1	129775
Ilkap	15432	20480	1	109619
Ctla4	31170	18267	1	328642
Ilkap	26764	24571	1	271248
Ilkap	6342	16717	1	578
Col5a2	29172	16491	1	305471
Scly	29519	12081	1	309901
Hspd1	15694	17621	1	113980
Ube2f	23452	25397	1	210323
Ube2f	13711	18069	1	82734
Ube2f	22597	9866	1	194326
Ube2f	26830	18294	1	272439
Nemp2	13536	19390	1	79923
Ube2f	25653	10193	2	251564
Lamc1	22851	12087	1	199014
Dbi	27445	22075	2	281345
Ramp1	9488	14286	1	24772
Ramp1	26923	18236	1	273696
Lrrfip1	25496	24793	1	248517
Xpr1	24756	12922	1	234350
Phf3	32428	18845	1	336651
Lrrfip1	23966	13304	3	219596
Lrrfip1	29697	19287	1	312163
Lrrfip1	26629	21932	1	268764
Ccdc181	18020	18576	1	149512
Lrrfip1	16915	22201	1	132478
Mlph	19073	13878	1	159534
Col6a3	29950	22466	1	315508
Col6a3	24415	14405	1	228591
Col6a3	14355	24451	1	92724
Col6a3	32475	18051	1	336714
Col6a3	28793	22391	1	300404
Col6a3	29292	15334	1	307134
Col6a3	31082	16807	1	327983
Col6a3	13992	23573	1	87299
Col6a3	14318	24445	1	92128
Col6a3	17510	18074	1	142226
Col6a3	11724	10986	1	52920
Col6a3	19123	13758	1	159903
Col6a3	29344	19614	1	307939
Col6a3	22021	13312	1	185827
Col6a3	14800	19237	1	99652
Col6a3	31686	18401	1	332913
Col6a3	29322	11705	1	307526
Col6a3	12829	18579	1	70229
Col6a3	17816	11457	1	146914
Col6a3	15248	15471	1	107258
Col6a3	27770	10726	1	285882
Col6a3	14530	14906	1	95501
Raph1	30460	15687	1	321506
Col6a3	24568	21312	1	230908
Col6a3	13509	17611	1	79886
Col6a3	28346	19386	1	294142
Col6a3	24130	9875	2	222777
Col6a3	27377	10550	1	280338
Col6a3	15835	21457	1	116092
Col6a3	27769	10718	1	285882
Col6a3	27545	20772	1	282856
Col6a3	23395	21218	1	209462
Col6a3	25153	23768	1	241951
Col6a3	26353	21664	1	264210
Col6a3	25099	23640	1	240884
Col6a3	13885	24365	2	85600
Col6a3	32040	15589	1	335159
Col6a3	14183	14411	1	90164
Col6a3	18427	10517	1	154251
Col6a3	29452	20330	1	309133
Col6a3	22338	21340	1	190313
Col6a3	16785	20625	2	130640
Col6a3	26026	21727	1	258642
Col6a3	13254	16400	2	76089
Col6a3	29881	19375	1	314714
Col6a3	25243	23823	1	243587
Col6a3	26239	24141	1	262160
Col6a3	8906	20142	1	18690
Col6a3	18100	20945	1	150467
Col6a3	9782	12449	1	27767
Col6a3	24347	9866	1	227117
Col6a3	20588	18271	1	171997
Col6a3	30336	20003	1	320095
Col6a3	25267	21567	1	243924
Cops8	30002	15728	1	316091
Cops8	25276	24722	1	244186
Cops8	27103	22092	1	276373
Cops8	12231	10586	1	61186
Cops8	15266	19375	1	107075
Cops8	16940	18523	1	133083
H3f3a	16209	12879	1	121802
Cops8	26939	10414	1	274255
Cops8	26890	12968	1	273043
Cops8	30120	12476	1	317398
Cops8	31154	15496	1	328424
Cops8	14631	19719	1	97108
Cops8	17164	20883	1	136806
Cops8	22535	15232	1	193556
Cops8	17412	20037	1	140523
Cops8	31008	14657	1	327142
Cops8	15327	23218	1	108075
Cops8	20086	13603	2	167415
Ackr3	14199	13403	1	90287
Ackr3	14895	23933	1	101156
Ackr3	23996	10191	1	219930
Iqca	18325	15980	1	153197
Gbx2	26142	10368	1	260658
Agap1	20713	10421	1	173109
Agap1	25288	24110	1	245068
Agap1	22615	9865	1	194326
Agap1	28478	16155	1	295909
Agap1	10545	23653	3	37494
Agap1	25826	23622	1	254885
Agap1	30035	20776	1	316655
Agap1	15565	21016	1	112134
Agap1	26435	10207	1	265566
Agap1	26211	10101	1	261904
Agap1	25528	26101	1	249304
Agap1	19491	13513	1	162404
Agap1	31031	21052	1	327447
Agap1	16714	23133	1	129573
Lamc1	26220	21306	1	262019
Agap1	27470	21983	1	281695
Agap1	27079	18665	2	276210
Agap1	18418	18470	1	154142
Agap1	28121	22271	1	290553
Agap1	22580	9894	1	194326
Agap1	8356	13019	1	13704
Ogfrl1	29552	18461	1	310390
Xpr1	25459	9935	1	248328
Sh3bp4	25750	17560	2	253377
Sh3bp4	24700	11946	1	233314
Arl4c	24168	25649	1	223292
Arl4c	10058	20631	1	30993
Arl4c	14073	14354	1	88309
Brox	24404	13081	1	228099
Arl4c	17942	18554	1	148696
Arl4c	16534	23388	1	126657
Gm29538	20457	18528	1	170771
Csrp1	30663	19543	1	323656
Trpm8	26936	21888	1	273875
Hjurp	16011	20039	1	118706
Hjurp	28479	13847	1	296024
Hjurp	18078	18504	1	150224
Hjurp	15854	23555	1	116466
Hjurp	26438	10210	1	265566
Hjurp	22834	13386	1	198857
Hjurp	15631	21281	1	113027
Hjurp	27529	22097	1	282560
Enah	28746	16719	1	299605
Mgat5	21614	9929	1	181512
Hjurp	15329	13759	1	108335
Hjurp	15697	16756	1	114022
Hjurp	26443	18382	1	265799
Hjurp	9080	20276	1	20243
Hjurp	32208	16555	1	335924
Rpl31	16966	23802	1	133499
Hjurp	15937	22061	1	117697
Hjurp	17501	21980	1	141982
Hjurp	24840	12730	1	236000
Hjurp	27227	17936	1	278399
Hjurp	14246	21200	1	91082
Hjurp	17660	24067	1	144375
Hjurp	22390	9947	1	191150
Hjurp	29418	19841	1	308886
Mroh2a	15245	23261	3	106709
Mroh2a	26927	21979	1	273829
Ugt1a10	13583	15952	1	80985
Ugt1a10	15952	13032	1	117928
Dnajb3	23163	26300	1	205018
Ugt1a10	29176	16278	1	305406
Usp40	29196	14170	1	305928
Usp40	16936	15762	1	133040
Usp40	27337	18509	1	279807
Usp40	27773	22190	1	285822
Dgkd	27429	13161	1	281298
Alkal1	31023	14018	1	327429
Dgkd	29987	14293	1	315727
Dgkd	27168	18699	1	277561
Dgkd	29122	16296	1	304832
Dgkd	19416	18765	1	161965
Dgkd	13947	15247	1	86581
Dgkd	22595	12991	1	194493
Dgkd	27875	15617	1	287356
Dgkd	9954	20839	1	29731
Dgkd	22362	12837	1	190334
Dgkd	29870	17590	2	314391
Atg16l1	30423	19613	1	320806
Atg16l1	30459	20188	1	321211
Kcnk2	29170	16931	1	305438
Inpp5d	16792	20613	1	130640
Inpp5d	15496	24862	1	110776
3110079O15Rik	25608	25655	1	251165
Gigyf2	30787	18734	1	324893
Gigyf2	25347	21556	1	245860
Gigyf2	15908	12881	1	117375
Gigyf2	20989	13203	1	175872
Gigyf2	16954	22633	1	132985
Gigyf2	15425	24657	1	109784
Gigyf2	31193	16389	1	328846
Gigyf2	18112	13996	1	150563
Kcnj13	23101	12023	1	203686
Gigyf2	22802	24912	2	198201
Gigyf2	28678	22457	1	298795
Eif4e2	17262	13760	1	138335
Eif4e2	12716	10576	1	68539
Eif4e2	15373	17283	2	108790
Eif4e2	32259	19786	1	336147
Eif4e2	24961	12969	1	238790
Eif4e2	25302	9924	1	245161
Eif4e2	13576	18307	1	80666
Eif4e2	31610	16613	1	332444
Eif4e2	30518	20837	1	321899
Eif4e2	17353	20204	1	139481
Eif4e2	26367	12897	1	264640
Eif4e2	19197	18773	1	160381
Eif4e2	26277	18258	1	263042
Eif4e2	31159	14307	1	328588
Eif4e2	29871	12320	1	314596
Eif4e2	21923	13856	1	184594
Eif4e2	31400	14665	1	330853
Eif4e2	13435	24134	1	78622
Eif4e2	21433	18950	1	179841
Eif4e2	26218	10105	1	261904
Eif4e2	28992	15602	2	303122
Eif4e2	16456	20846	1	125728
Eif4e2	28567	13285	1	297313
Eif4e2	18991	18650	3	158898
Eif4e2	30998	14643	1	327142
Pkhd1	23813	25436	1	216899
Eif4e2	21219	18593	1	177857
Timm17a	8606	22921	1	16103
Chrng	24658	12345	1	232434
Nme7	22637	25068	1	195292
