,0,1,2
ZFP36,-1.0151946164245056,-1.3025601523376875,0.7340871037997914
H4C3,1.3015964943323466,0.6246921105177995,0.39536826960345106
P2RX5,0.3381986560274706,2.409040060564746,-1.324719385733278
JUNB,-0.26940171707216715,-0.46080577966960834,1.598865444344782
CTNNB1,-0.3506547342035924,0.07898638258271425,1.1250519126281069
CLU,-1.837037385673322,-4.33989817843299,6.751032378185823
SQSTM1,-0.23974669822466513,-1.388409548440584,1.258125742828953
ARHGDIB,1.4434745307394932,0.23644464014528357,-0.864330840529069
LGALS1,-0.3608843775156654,-1.9549422408220236,1.970532026203166
RAMP1,0.8920698065797232,-0.19302869338399944,1.1571934375432065
LYZ,-3.6209881440925753,-5.415093101861062,-4.855659683064936
CD27,0.3297495978089629,1.8551794845969063,-0.14997468371302072
WIF1,-0.7321540022497676,0.36033698591441404,-0.2962213360141798
PTGDS,-1.3960600418414784,-4.010908402251194,4.028266913735791
FN1,-1.8547188991795287,-4.944928023744847,8.814787794101333
DCN,-0.30897734021153134,-4.162723972442678,7.99385122911357
IL4R,1.224911071451523,0.11873996936222593,-0.23144065584665485
CALM2,0.30707627241169333,-0.3914106153502582,0.806621152976538
TGFBR2,0.5969809253314589,0.3095191178706691,-0.5176007371131089
ST6GAL1,0.7636609675077042,1.7092188922005958,0.04382902108583991
CD55,1.5335652932186652,1.3498576599581253,-1.1145477450926287
CSK,-0.04502539660845796,0.8210746352159242,-0.16434621351890627
CD40,0.7445081819384609,0.7930175864531516,-1.5648891134123155
CRIP1,0.9097312836399151,-1.0750045335230531,-0.44602572953552805
S100A9,-0.7046688557127297,0.7812296983453233,-0.8094424762660752
IFITM1,0.8694601464279655,0.19148357027463164,1.341917647264986
GPR183,-0.27787005406170767,0.7668216797438896,-2.190769386586713
UBE2C,0.852508219489291,0.46017628762592616,0.03998706557992945
CD68,-2.9094536864407505,-2.087635650647254,-2.700535221294124
CFLAR,0.4199878341897879,0.5905341844418592,0.11466213636946464
RARA,-0.301794340544457,0.7079018587398469,-0.4004357358815464
COL1A2,-1.5866209240825044,-5.970674302273653,8.714485488070558
GNLY,1.1357532388709446,0.8826497794610103,-0.5685070652596185
ETS1,2.2595907347667734,-0.12435577597050654,-0.1536601925937583
LTF,0.7326013359409235,-5.062869308196511,2.6170096184729545
IL10RA,-0.0845215845788604,0.8051008135686445,-1.114080236517113
HMGB2,1.5396642215695189,0.5807163249547512,-0.699032896178817
CCR7,0.7359562818840549,1.2075507461351889,-1.0591432844966469
KRT8,0.8214150484400343,0.6253482467115272,-0.8916814616883096
S100A4,1.9282024787723042,-0.8347832121732026,0.6326390423065782
CD47,0.4891642326163438,1.741032045372029,-0.35602554675007747
PLAC8,-0.33787191880487244,1.917166162091449,-1.621057036054006
MX1,-0.3255905338167026,1.327627473189003,-1.2405916732629891
IL2RG,-0.36843321815063457,0.9777726622646461,-0.5498702601409773
MTRNR2L1,-0.39211869853167947,0.3147596790647427,-0.9146993205951066
RARRES2,-0.011828401543101292,-3.0694189626534056,4.231072587537146
CD69,-0.12840677190378957,1.4381809012329476,-0.43468882253531527
RAC1,-0.4012807934536306,-2.2060827087918162,1.0220661452345123
FCRLA,-0.871730719539816,1.7545939330623546,-0.29980912300342233
COL6A2,-1.7403504799782457,-6.076880292770047,8.630257837644603
CYTOR,0.8597497704894363,0.697965768232057,0.15116598911475856
STAT6,0.08659133852886247,0.7058905547947834,-1.0374716865693134
ITGB1,-0.5708948801756634,-0.3088565259922475,0.6366122399600276
IFNGR2,-0.7907950097804793,0.4117797208745294,-0.970453516067651
ATG12,0.09811704085373885,0.8928532837793484,-1.3594976754173118
RELT,1.1694985433507563,1.435054611387343,-1.418971159646639
ICAM3,0.4964152136391532,2.0184787813078597,-1.4569532658702915
H2AZ1,0.9452013580881066,0.454208356134219,-0.7323406947115165
LYN,-0.29589904483062296,2.260721951739007,-0.9509667705883592
ITGB2,-1.5763588109609685,-0.41737715989499713,-1.419088406171474
LUM,-1.0443832053260578,-5.642164904018334,9.426513073647193
BTK,-0.610435603389019,2.634899819242454,-1.9336291324046948
CLEC2D,0.9399622214109207,1.0227312494688106,-0.7697545411272969
C9orf16,-0.04603883979665895,0.0267679073719317,-0.19020124771520253
SYK,-0.5212266283730388,1.858239844738012,-0.9400626119333246
ARF1,-0.6875815405765733,-0.10342859734787478,0.40785066349338517
IL11,1.4508980038664125,1.2183321844839154,-0.08106124626598853
SAT1,-1.43297008464739,-2.5675925696705955,-0.4610720739410498
ITGA1,0.02380050191420092,0.005439299294649009,0.8063038995504991
C1QA,-3.2971791050976873,-2.756885215999705,-3.234485295355688
RGS1,0.24736982682311942,-1.5222808442284312,-2.0862111931497327
FABP5,0.8459651799578405,1.2106262642476822,0.10218789932833242
RUNX3,1.072376312380675,0.989432240140785,-1.0588781804188578
CCL21,0.9633663554764308,-1.5346516703296278,1.497082239609847
CTSG,0.7454434788483264,1.5812082890010173,-0.04850720092366261
BAX,0.898585658652768,-0.10852680524061205,-0.7105034144488991
NFKBIA,0.7747778779569784,-1.517752999945478,-0.14482772252710158
GSN,-1.6522595674274128,-3.109346027943135,1.0519389486921362
ENTPD1,-0.6100426694922324,2.2021857037752453,-1.4950757389891185
ANXA2,-0.6116244330483396,-3.08914923017755,2.1439566131787093
IRF4,0.4808601452324099,2.328789382005356,-0.5988418615697586
TAP2,0.332014013129543,1.4657726063548702,-1.0120139153764214
THBS2,-0.3559086188829973,-0.9717642438719688,1.9278621542310157
FOS,-1.9085697140236713,-3.7039559933393438,1.0072613211433352
IL2RA,-0.689418122644492,0.5007065703780804,-2.034737044717538
COL6A3,-1.9845803179814663,-5.688931981259431,8.126529342180207
IFNGR1,-1.4622138079021938,-0.3255794694261931,-1.2213102863748335
KRT15,-0.7925182220487133,-0.005605983093443832,-1.1835135742458047
SPOCK2,1.136794443573353,1.7963538647511226,-0.4656633253400838
GADD45B,-0.7049464196370601,-0.9584368810142913,1.1953236004628731
KRT18,0.38975492024081587,1.4036521362552312,0.2647050027933875
C1QC,-3.189921674319819,-3.4084136845440463,-3.035637895416957
NR1H2,-0.6307234980929389,0.66995631623565,-0.6112307060502072
IL7R,3.451454034520524,-0.9243009818381847,0.8857897907710032
STAT3,-0.02129787686839048,-0.9657631057727382,0.9850674428103369
HDAC1,-0.12118727863064664,0.8732288738766698,-0.7132221928098177
OAS2,0.13088331553544857,1.8460460718151888,-1.3132134870228216
CXCR5,-0.08508472843523847,1.4859612036651777,-2.0649916823507093
PTGES3,0.8297666177917989,0.6846551493028551,0.7048459621110794
DUSP2,0.9810386570544141,0.139162275235017,-0.8336060477190254
CD24,1.2465416377833143,0.8590002638781715,-0.6747011961233667
HCST,-0.27808596574932365,0.4405927487296062,-0.9747136445884034
CASP8,1.034265248386687,1.209036828424601,-1.104959734526198
JUN,-0.6890609237739957,0.3597594997751444,2.1242852121589846
EMP3,0.11649557183521969,1.8546751586174015,-0.008742933903082699
GLUL,-2.363101781943637,-4.357420211133479,-1.5862366380696729
TGFB1,0.09273686976616315,0.5443941578673368,-0.2805131930449761
CYP1B1,-1.3571645398002232,-3.6107565202803795,6.138045680248192
YBX3,0.6927459508308442,-1.7295242195645129,-0.49660887512985014
STAT1,0.5070334098974074,-0.20064703360312097,-0.4718979500299178
TNFRSF14,0.9040827504100374,0.8289308155065445,-0.8763869733197334
WNT7B,0.6286826693435092,1.1312766340941038,-0.5257297554255248
IL13RA1,-1.323554586396222,0.07222119931841262,-0.4616519890064101
FYN,0.8291063941844529,0.5800613782779306,0.2534370192699843
MAPK14,1.1243201930046836,1.2009752111856289,-0.1952255691873504
MMP2,-1.6030870730093876,-5.396758792116318,8.02198897170119
IL15RA,-0.14648524926833967,0.24713346921851262,1.519269355768476
ITGAL,0.28131991502358833,1.0916064920856055,-0.2519167579343727
RGS2,-1.280603325431154,-1.2417971832137373,-2.223069606579911
IFNAR2,0.5128133332050554,0.8000267298078706,-0.21991306441047984
NDRG1,0.12091493890194233,-2.0834707640035255,0.8225863833245761
COL6A1,-1.561947627833343,-5.5887285631072405,8.394944385201923
XBP1,-1.2345310964072935,3.5462725211606134,2.345056698640785
KRT1,0.8922560828607378,1.326514089775615,-0.8585342107744494
PARP1,0.031173052057740083,-0.11909753671195811,-0.8224592583994143
FCGR3A,0.5992301198926907,-0.3098127709111966,-1.6117432984501556
ITGAX,-1.313113161682674,-0.09469678242806708,-2.9753638357953016
PTGES2,-0.568219038739878,0.6312436596653463,-0.8870151788030066
ICOSLG,-0.2798529904133128,1.353753142089779,-1.2446275462305765
VCAN,-0.6396769189117434,-2.178001469131655,2.8267474112480495
MMP7,-1.030587298008948,-0.34526466746717677,0.08787508070249782
SOD1,0.2881117054629605,-1.267808025822437,0.38985792004811753
RGCC,0.7896484383763932,0.006566020783989482,1.6922882764298528
IL6ST,1.2618111630369677,-2.2068183598612086,3.3614688370648778
NOSIP,0.49565900501434584,-0.5000408694411106,0.9139999490999409
HDAC3,0.7746284133657328,1.3489783780653446,0.11248061445762067
TAP1,-0.505625058623651,0.40032791514570076,-0.8295953760970666
CCL5,1.3547786598883733,-1.4002847482102112,-1.0396453505957528
IL10RB,-0.3893530746926928,0.5782161822397069,0.1452816914888265
S100A10,0.49741431601685654,-3.2703022479245862,1.9520919096529292
RXRB,-0.5775975919468399,1.2064145494505087,-1.1507250288350745
MZB1,-1.2997956944760585,4.532369479467115,0.3981368514245468
ATM,-0.049616015258580025,2.225820311924704,-1.3110466485917254
IL1R1,-0.2500104983327319,-4.667074781008796,4.340484032807023
VPREB3,0.30935860685683103,1.2813392252357587,-0.6833776321708956
SAA1,0.6786638956515485,2.3224020774404015,0.3202816696421464
HIF1A,-1.2097645761192761,0.5170914287234382,-0.23241439245515172
C11orf96,-0.7368316277558594,-2.311821069479362,4.838039258866678
RB1,0.9057225355685233,1.7919857743512304,-0.9657209561895922
TNFRSF18,-0.07645844828200342,0.3809872455912985,-0.07140153659852742
TNFSF9,-0.13944555438068434,0.8627747084636539,0.18596971156144518
BST2,0.29806631986777216,0.8041648186025472,-0.14546015538310614
FYB1,1.9246358970913762,-0.8505822953281302,0.5474573949445187
TCL1A,-0.7280928378470007,2.2449100466581196,-2.0815153350072193
SMARCB1,0.18975742177469002,1.6857237933583888,-0.13267034876734266
SMAD2,0.8606865094063466,0.32079697778552013,0.7404095047906812
CCR1,0.008284519479503037,0.7026955358663974,-0.9553806252904675
CALM3,-0.16836115564791593,-0.9651283007841343,0.0020435278601445765
TPM2,0.01918243787547171,-1.4478457597685355,2.5965379992486506
CCND1,-0.7381361226731549,-1.1471106805361666,1.1929483487376504
CDKN1A,-0.6547057690286043,0.17676008391824852,0.8252959237467267
TFEB,-0.8642649495594913,1.4650925476310483,-0.9462466684068467
RELA,1.789816158772747,0.5121904500255844,-0.05790926343915367
THBS1,-2.497230055053139,-4.102324503221342,4.30805133222589
APP,0.49286535467651016,-1.8528892953707026,2.480593133009377
MT1X,0.6863476450521593,-3.816488617260095,2.4416790675920437
TUBB4B,0.16278481201968573,0.30676316610048143,0.44439946567674765
OAS3,0.007664730931873465,0.5050566483572013,-1.521594442042169
S100B,-0.0014525517922372483,0.4650454185621974,-0.8505473976191839
CD14,-2.7003973121668357,-4.308981667753393,-4.125121839560733
VTN,0.7645372611845666,0.30004072290358674,-1.1476649263802234
CD84,0.6060185244274793,0.11884848384181515,-0.6337800514529764
COL4A2,1.4454091602773977,-4.303605142601377,5.9505796849473525
NLRP1,2.0172234702600194,1.4695598181987168,-1.6829821402467549
SMAD4,0.4720092579090377,1.5963638300049818,0.15269593660268735
TNFRSF1A,-0.05793502044488176,-1.2106619436415371,1.378972622543975
RARRES1,-2.693461784692998,-4.063936950599793,5.445933682638061
KRT16,-0.34888880038682857,0.9470607309438926,0.3646680883743888
VEGFB,0.6913660358452948,1.5409935428670116,-1.1623998727455203
CD58,0.4233820932466333,1.6728596224824268,-1.2288709457543985
MAF,0.3994826369872846,-2.542946436077298,1.7805414787970046
CCL15,0.3730659714258246,2.879250479607194,-1.0537618805276825
VSIR,0.39077501000739573,-0.8640951159585266,-0.8556246164217738
DDR1,1.048587868103231,1.8896508876846052,-0.3164147929306242
IL11RA,0.4076493888001262,2.5340481479422907,0.17756065523305908
TYROBP,-2.2500187661616646,-2.372830372224278,-1.0462807162065002
NOTCH2,-0.450477955492667,0.40125490385722884,-0.296456651757544
SEC23A,0.3308319791275609,0.15610231166992347,0.03970573160611247
ADGRE5,0.8603577735553326,0.04060972211949573,-0.4478746845487349
IL27RA,0.2941998165790927,1.1883935629254312,-0.11237342088348058
LGALS9,0.34302490357531257,-0.18180688878623702,-0.14701635104326854
ITGAV,-0.27626001785969634,-3.680417462169451,3.4714763076821287
IGF2R,-0.6793694508524762,-0.04612722905560143,-0.4175184686372133
CFD,-1.0071414365503089,-2.162295971679505,0.51126964312099
ALCAM,0.754031667350307,1.984946590498294,0.009717298935064188
PCNA,0.7632373548543503,-0.3634874554183546,-0.1221372043827286
ITGA5,0.43021521891773984,-0.0015986627145762725,1.497206447781523
FLT3LG,0.8658213958437834,0.9476452896297012,-0.8666618997380322
CD2,2.472999154758176,-1.1188393101383471,0.4807212834874107
SELENOP,-3.1577701706231416,-5.15633431756806,-0.06161980185900982
BCL2L1,0.29216511894426533,-0.5957433680069575,-0.31885827582361476
SNAI1,-1.7360587998069628,2.243685234360705,-0.0032347896048725575
TIGIT,0.9013058768291725,1.184120593671124,0.14938997037980292
CXCL16,-1.3990743068023406,-0.7186773447457147,-2.8384609395919487
LPAR5,0.1436320070902013,2.1179024187979065,-1.1600695242227874
KLRK1,1.5011166165597118,2.0442587333069415,-0.5161728784536647
RBPJ,-0.11517496055968839,-0.3069859128137156,1.5691206506866344
PNOC,1.1416761894196743,1.6698815657127681,-0.7292652721265717
DUSP6,0.23229077446494745,0.0009980620807231234,0.3992698146259299
CALD1,0.9826578507754623,-3.1531563616813676,5.643113832681455
ICAM2,0.6835578870551251,0.6721203656103739,-0.5873402690157763
SEC61G,0.7356721317287257,-0.09149798632740584,1.601348761312856
STAT5A,-0.6020934683990253,1.4197697599472574,0.1669762782354273
DDX58,0.6618037205385815,1.0550055451034817,-0.14819158020315162
NR3C1,-0.5782848615249004,0.6338716349346888,-0.37350798605000624
CD59,0.8815328416011339,-2.6259948293769377,1.6920252951468149
CD70,-0.19018024588888782,1.2805291108556744,-1.2363308371068598
NOTCH1,-0.6851284152734066,0.5320730881019731,-0.03820726899468729
CX3CL1,-0.5177741074333531,0.375168024647443,-0.4006065676128606
IFNAR1,-0.6815897485199313,0.16984676944043553,-0.43185120855951914
STAT5B,2.093151173921046,0.17556780778680403,0.2374419233955148
KRAS,0.8427416482375628,1.0935088851966857,-0.6368155578612021
BID,-0.6093413086939093,0.47062079544759594,-0.3478514540809943
CD164,0.4253023556927391,-0.7745290766831521,0.10617516043339183
HTT,0.6524017691481325,1.557090717075221,-2.2080873270096513
CLDN4,0.27532160191502647,0.10343702017753163,-0.8741237163197864
HILPDA,0.5537149934620387,0.1722861666775016,-0.49383538306361957
CSF2RA,-1.1010064903816776,0.05128339753475169,-1.0473738233254393
CSF3,-0.1999774637299405,2.1897883611607036,-0.833431099831148
MYC,0.8087135110887361,1.1348770156593437,0.7145761076611397
CNTFR,0.43266901436076627,0.27443147482537755,-1.0089939818979181
